"Name_UID","Person_UID","Name_Type","Place_of_Birth","Date_of_Birth","Forename1","Forename2","Forename3","Forename4","Surname","Forename1_Metaphone","Forename2_Metaphone","Forename3_Metaphone","Forename4_Metaphone","Surname_Metaphone"
441,441,"P","SHEFFIELD","1966-01-08","JOHN","ROBERT",NULL,NULL,"HUNNAM","JN","RBRT","","","HNM"
442,442,"P","LONDON","1966-01-07","JOHN","JOSEPH",NULL,NULL,"FRIEND","JN","JSF","","","FRNT"
443,443,"P","BURTON/TRENT","1968-01-12","BRIAN","JOHN",NULL,NULL,"CUTTS","BRN","JN","","","KTS"
444,444,"P","LANARK","1951-01-23","JOHN",NULL,NULL,NULL,"MACPHERSON","JN","","","","MKFR"
445,445,"P","HAVERFDWEST","1957-01-14","MICHAEL","JOHN",NULL,NULL,"BUSS","MXL","JN","","","BS"
446,446,"P","DARLINGTON","1967-01-25","JOHN","STEWART",NULL,NULL,"BIRK","JN","STWR","","","BRK"
447,447,"P","HACKNEY, LONDON","1949-01-18","DANIEL","JOSEPH",NULL,NULL,"SMITHURST","TNL","JSF","","","SM0R"
448,448,"P","NEWCASTLE","1923-01-16","KENNETH",NULL,NULL,NULL,"RADLEY","KN0","","","","RTL"
449,449,"P","LEEDS","1960-01-05","PETER",NULL,NULL,NULL,"MUSCROFT","PTR","","","","MSKR"
450,450,"P","WOOLWICH","1932-01-13","VICTOR","WILLIAM",NULL,NULL,"DOWNER","FKTR","WLM","","","TNR"
451,451,"P","LEICESTER","1968-01-24","JOHN","JOSEPH",NULL,NULL,"BARTRIM","JN","JSF","","","BRTR"
452,452,"P","LEICESTER","1959-01-18","DAVID","ROBIN",NULL,NULL,"WILSON","TFT","RBN","","","WLSN"
453,453,"P","NEWCASTLE/TY","1958-01-30","PHILIP","JOHN",NULL,NULL,"MARCOVITCH","FLP","JN","","","MRKF"
454,454,"P","OXFORD","1965-01-16","SIMON","DEAN",NULL,NULL,"SHIMELLS","SMN","TN","","","XMLS"
455,455,"P","PECKHAM LDN","1965-01-01","RONALD",NULL,NULL,NULL,"EVANS","RNLT","","","","EFNS"
456,456,"P","PUNJAB INDIA","1961-01-22","BALBINDER","SINGH",NULL,NULL,"WHITEHOUSE","BLBN","SN","","","WTHS"
457,457,"P","N YORKSHIRE","1961-01-22","PETER","JOHN","PAUL",NULL,"LIDGEY","PTR","JN","PL","","LJ"
458,458,"P","BIGGAR","1934-01-03","ROBERT",NULL,NULL,NULL,"TURPIE","RBRT","","","","TRP"
459,459,"P","BLACKBURN","1932-01-17","BRIAN",NULL,NULL,NULL,"GREENE","BRN","","","","KRN"
460,460,"P","KENYA","1953-01-07","JANE","ELIZABETH",NULL,NULL,"JENKINS","JN","ELSB","","","JNKN"
461,461,"P","BIRMINGHAM","1959-01-29","LYNDA","ANN",NULL,NULL,"YASIN","LNT","AN","","","YSN"
462,462,"P","WELLINGBORO","1965-01-23","ANDREW","LEE",NULL,NULL,"PATON","ANTR","L","","","PTN"
463,463,"P","GLASGOW","1943-01-05","DAVID","SPENCE",NULL,NULL,"EVANS","TFT","SPNS","","","EFNS"
464,464,"P","S AMERICA","1958-01-01","DEBRA",NULL,NULL,NULL,"BORLEY","TBR","","","","BRL"
465,465,"P","YEOVIL","1971-01-20","ROBERT","WILLIAM",NULL,NULL,"CONREEN","RBRT","WLM","","","KNRN"
466,466,"P","CHORLEY","1955-01-16","PETER","THOMAS",NULL,NULL,"MORAN","PTR","0MS","","","MRN"
467,467,"P","DONCASTER","1964-01-02","VOLDIC",NULL,NULL,NULL,"SMITH","FLTK","","","","SM0"
468,468,"P","BEDFORD","1976-01-28","SIMON","JAMES",NULL,NULL,"GLASS","SMN","JMS","","","KLS"
469,469,"P","COVENTRY","1959-01-09","JOHN","BRENDON",NULL,NULL,"STANTON","JN","BRNT","","","STNT"
470,470,"P","WEST NORWOOD","1964-01-22","RUSSELL","COLIN",NULL,NULL,"STEALEY","RSL","KLN","","","STL"
471,471,"P","ABERDEEN","1954-01-19","ALAN","JOHN",NULL,NULL,"MYERS","ALN","JN","","","MYRS"
472,472,"P","DERBY","1958-01-15","GARY",NULL,NULL,NULL,"GARDNER","KR","","","","KRTN"
473,473,"P","COLUMBO","1935-01-04","BABA","RASHID",NULL,NULL,"DOWNS","BB","RXT","","","TNS"
474,474,"P",NULL,"1954-01-11","IAIN","MARTIN","MCDONALD",NULL,"BURROWS","IN","MRTN","MKTN","","BRS"
475,475,"P","CHESTERFIELD","1938-01-25","PETER","MALCOLM",NULL,NULL,"MELHUISH","PTR","MLKL","","","MLHX"
476,476,"P","EMSWORTH","1964-01-15","NEIL","RICHARD",NULL,NULL,"RIDLEY","NL","RXRT","","","RTL"
477,477,"P","CLEVEDON","1967-01-17","DAVID",NULL,NULL,NULL,"MCGURK","TFT","","","","MKKR"
478,478,"P","ST IVES","1968-01-31","DAVID",NULL,NULL,NULL,"COOKE","TFT","","","","KK"
479,479,"P","ISRAEL","1962-01-27","JACOB","DAVID",NULL,NULL,"COOK","JKB","TFT","","","KK"
480,480,"P","GLASGOW","1965-01-15","LILLIAN",NULL,NULL,NULL,"OAKLEY","LLN","","","","OKL"
481,481,"P","GLASGOW","1935-01-22","PETER","E","H",NULL,"WILLIAMS","PTR","E","H","","WLMS"
482,482,"P","HILLINGDON","1962-01-25","PHILIP","ANDREW",NULL,NULL,"STANNARD","FLP","ANTR","","","STNR"
483,483,"P","KENNINGTON","1956-01-23","LINDA","ANN",NULL,NULL,"SHERRY","LNT","AN","","","XR"
484,484,"P","NTHN IRELAND","1962-01-04","CHARLES",NULL,NULL,NULL,"WALSH","KRLS","","","","WLX"
485,485,"P","MANCHESTER","1960-01-27","GAIL","LESLEY",NULL,NULL,"KANALA","KL","LSL","","","KNL"
486,486,"P","MANCHESTER","1981-01-29","JOHN",NULL,NULL,NULL,"NICHOLS","JN","","","","NXLS"
487,487,"P","HEMEL HEMPST","1970-01-06","SCOTT","JAMES",NULL,NULL,"MINCHIN","SKT","JMS","","","MNXN"
488,488,"P","HEVER KENT","1946-01-28","JOHN",NULL,NULL,NULL,"ARMER","JN","","","","ARMR"
489,489,"P","BIRMINGHAM","1965-01-26","HOWARD","CHARLES",NULL,NULL,"TURNER","HWRT","KRLS","","","TRNR"
490,490,"P","WOLVERHMPTON","1963-01-15","GLENN","ANTHONY",NULL,NULL,"MURRAY","KLN","AN0N","","","MR"
491,491,"P","GLASGOW","1929-01-13","JAMES","SMITH",NULL,NULL,"HALPIN","JMS","SM0","","","HLPN"
492,492,"P","LONDON","1972-01-03","STEVEN","GREGORY",NULL,NULL,"WATTS","STFN","KRKR","","","WTS"
493,493,"P","BATH","1976-01-18","LIAM","JAMES",NULL,NULL,"LAING","LM","JMS","","","LNK"
494,494,"P",NULL,"1966-01-22","GREGORY",NULL,NULL,NULL,"GAYLE","KRKR","","","","KL"
495,495,"P","LLANDUDNO","1941-01-18","JOHN","HENRY",NULL,NULL,"MOWAT","JN","HNR","","","MWT"
496,496,"P","HACKNEY LDN","1965-01-18","JOHN","RICHARD",NULL,NULL,"BROWNE","JN","RXRT","","","BRN"
497,497,"P","HULL","1958-01-26","KIM",NULL,NULL,NULL,"DEAKIN","KM","","","","TKN"
498,498,"P","WIGAN","1941-01-02","NORMAN","FRANCIS",NULL,NULL,"MCGEE","NRMN","FRNS","","","MKJ"
499,499,"P","MADRAS INDIA","1942-01-19","BATTA",NULL,NULL,NULL,"BURDETT","BT","","","","BRTT"
500,500,"P","BIRMINGHAM","1966-01-31","CRAIG","PAUL",NULL,NULL,"SWANSON","KRK","PL","","","SWNS"
501,501,"P","ILKESTON","1975-01-22","RICHARD",NULL,NULL,NULL,"LETHAM","RXRT","","","","L0M"
502,502,"P","TIBSHELF","1943-01-11","MALCOLM","DAVID",NULL,NULL,"MIDDLETON","MLKL","TFT","","","MTLT"
503,503,"P","UK",NULL,"DANNY",NULL,NULL,NULL,"GAIRNS","TN","","","","KRNS"
504,504,"P","SHOREDITCH","1925-01-04","ARTHUR","ALFRED",NULL,NULL,"BAGGA","AR0R","ALFR","","","BK"
505,505,"P","NEWPORT","1973-01-31","DAVID","MARK",NULL,NULL,"HOPKINS","TFT","MRK","","","HPKN"
506,506,"P","LIVERPOOL","1968-01-18","BRETT","ALAN",NULL,NULL,"CLARKE","BRT","ALN","","","KLRK"
507,507,"P","DONCASTER","1967-01-30","WAYNE",NULL,NULL,NULL,"FOOTS","WN","","","","FTS"
508,508,"P","SWANSEA","1942-01-14","EDWARD","NICHOLAS",NULL,NULL,"IRELAND","ETWR","NXLS","","","IRLN"
509,509,"P","PAKISTAN","1955-01-16","MOHAMMED",NULL,NULL,NULL,"WRIGHT","MHMT","","","","RT"
510,510,"P","W GERMANY",NULL,"UDO",NULL,NULL,NULL,"HILLBERG","UT","","","","HLBR"
511,511,"P","ALSTON","1923-01-01","LIONEL",NULL,NULL,NULL,"CREWS","LNL","","","","KRS"
512,512,"P","LONDON","1966-01-31","DONALD","JOSEPH",NULL,NULL,"WINSTANLEY","TNLT","JSF","","","WNST"
513,513,"P","LEWISHAM","1966-01-17","THERESA","ELAINE",NULL,NULL,"KAPO","0RS","ELN","","","KP"
514,514,"P","BIRMINGHAM","1951-01-22","RAYMOND",NULL,NULL,NULL,"DORAN","RMNT","","","","TRN"
515,515,"P","MIDDLESBROUGH","1982-01-03","EDWARD","JOHN","DAVID",NULL,"IMM","ETWR","JN","TFT","","IM"
516,516,"P","CAISTER","1973-01-18","DARREN","CHRISTOPHER",NULL,NULL,"DAVISON","TRN","XRST","","","TFSN"
517,517,"P","HAMPTON",NULL,"EDWARD","ALAN",NULL,NULL,"WEAVER","ETWR","ALN","","","WFR"
518,518,"P","GLASGOW","1955-01-11","JOHN","MUNRO",NULL,NULL,"POTTS","JN","MNR","","","PTS"
519,519,"P","PLYMOUTH","1931-01-06","ALBERT",NULL,NULL,NULL,"D'ORLEANS","ALBR","","","","TRLN"
520,520,"P","LIVERPOOL","1956-01-24","RUTH",NULL,NULL,NULL,"SMITH","R0","","","","SM0"
521,521,"P","CO KILKENNY","1932-01-08","BERNADETTE","ELIZABETH",NULL,NULL,"BOWN","BRNT","ELSB","","","BN"
522,522,"P","MANSFIELD","1967-01-09","PAUL",NULL,NULL,NULL,"MORRIS","PL","","","","MRS"
523,523,"P","PAISLEY","1937-01-03","JAMES",NULL,NULL,NULL,"BATER","JMS","","","","BTR"
524,524,"P","CASTOR","1952-01-02","BRIAN","STEVEN",NULL,NULL,"DAVEY","BRN","STFN","","","TF"
525,525,"P",NULL,"1938-01-30","MICHAEL",NULL,NULL,NULL,"MCCARTHY","MXL","","","","MKKR"
526,526,"P","LEEDS","1968-01-03","PAUL",NULL,NULL,NULL,"SUTTON","PL","","","","STN"
527,527,"P","GLASGOW","1931-01-29","ALEXANDER",NULL,NULL,NULL,"DAWSON","ALKS","","","","TSN"
528,528,"P","CREWE","1925-01-02","ERNEST",NULL,NULL,NULL,"CHAMBERS","ERNS","","","","KMBR"
529,529,"P","PORTSMOUTH","1965-01-20","DAVID","HAMILTON",NULL,NULL,"HOLDEN","TFT","HMLT","","","HLTN"
530,530,"P","WALKDEN","1964-01-30","STEPHEN",NULL,NULL,NULL,"AMIOUNI","STFN","","","","AMN"
531,531,"P","STANRAER","1945-01-25","EDWARD","MATERNAGHAN",NULL,NULL,"BOYLE","ETWR","MTRN","","","BL"
532,532,"P","LONDON","1961-01-11","ARTHUR","HENRY",NULL,NULL,"CLARK","AR0R","HNR","","","KLRK"
533,533,"P","KIDDERMINSTE","1957-01-11","KEVIN","JOHN",NULL,NULL,"RAYBOULD","KFN","JN","","","RBLT"
534,534,"P","PAKISTAN","1957-01-02","AISHA",NULL,NULL,NULL,"ROBERTS","AX","","","","RBRT"
535,535,"P","WELWYN/CITY","1972-01-19","SPENCER","JAMES",NULL,NULL,"JUDSON","SPNS","JMS","","","JTSN"
536,536,"P","SUTTON SY","1959-01-22","MARTIN",NULL,NULL,NULL,"LEONARD","MRTN","","","","LNRT"
537,537,"P","DONEGAL","1946-01-11","DANIEL","GEARRAD",NULL,NULL,"FREEMAN","TNL","JRT","","","FRMN"
538,538,"P","WEST HAM","1966-01-27","ROBERT","ERIC","GEORGE",NULL,"BIGLEY","RBRT","ERK","JRJ","","BKL"
539,539,"P","NORWICH","1967-01-09","KEVIN","PAUL",NULL,NULL,"STANLEY","KFN","PL","","","STNL"
540,540,"P","MANSFIELD","1949-01-13","BARRIE",NULL,NULL,NULL,"WORMALD","BR","","","","WRML"
541,541,"P","FOREST GATE","1969-01-17","YVONNE",NULL,NULL,NULL,"ZAIDI","FN","","","","ST"
542,542,"P","SWINDON","1974-01-30","GLEN","KEVIN",NULL,NULL,"QUINN","KLN","KFN","","","KN"
543,543,"P","LITTLEHAMPTO","1930-01-17","LOUIS","ALBION",NULL,NULL,"HARRISON","LS","ALBN","","","HRSN"
544,544,"P","STOCKTON","1958-01-03","PETER","VIVIAN",NULL,NULL,"GOWERS","PTR","FFN","","","KWRS"
545,545,"P","MANCHESTER","1935-01-28","HENRY","VINCENT",NULL,NULL,"LANGSTON","HNR","FNSN","","","LNKS"
546,546,"P","BRISTOL","1943-01-05","JOAN","DOROTHY",NULL,NULL,"BREAKS","JN","TR0","","","BRKS"
547,547,"P","SUNDERLAND","1935-01-13","EDWARD",NULL,NULL,NULL,"CAMPBELL","ETWR","","","","KMPB"
548,548,"P","BOLTON","1952-01-01","JOHN","MICHAEL",NULL,NULL,"KELLY","JN","MXL","","","KL"
549,549,"P","LONDON","1976-01-10","DORIAN","JON",NULL,NULL,"TOWLER","TRN","JN","","","TLR"
550,550,"P","PADDINGTON","1961-01-02","SHIRALEE",NULL,NULL,NULL,"HARLEY","XRL","","","","HRL"
551,551,"P","HITCHIN","1960-01-23","ALLISON","JANE",NULL,NULL,"PRICE","ALSN","JN","","","PRS"
552,552,"P","STOCKTON","1970-01-28","JASON","DOMINIC",NULL,NULL,"FENN","JSN","TMNK","","","FN"
553,553,"P","IRELAND","1934-01-12","PATRICK",NULL,NULL,NULL,"CUNNINGHAM","PTRK","","","","KNNK"
554,554,"P","LINCOLN","1955-01-27","SYLVIA","JANE",NULL,NULL,"RANGER","SLF","JN","","","RNJR"
555,555,"P",NULL,"1968-01-11","PAUL","JARED",NULL,NULL,"CHADWICK","PL","JRT","","","KTWK"
556,556,"P","OLDHAM","1966-01-13","VINCENT",NULL,NULL,NULL,"BOUND","FNSN","","","","BNT"
557,557,"P","CLYDEBANK","1931-01-05","RODERICK",NULL,NULL,NULL,"JEFFREY","RTRK","","","","JFR"
558,558,"P","WISBECH","1938-01-11","DANIEL","PATRICK",NULL,NULL,"GRANT","TNL","PTRK","","","KRNT"
559,559,"P","LIVERPOOL","1953-01-01","ANTHONY","PAUL",NULL,NULL,"BAMFORD","AN0N","PL","","","BMFR"
560,560,"P","GLOUCESTER","1966-01-05","STEVE",NULL,NULL,NULL,"WIDDUP","STF","","","","WTP"
561,561,"P","WILLESDEN","1939-01-23","BRIAN","ANTHONY",NULL,NULL,"MCVEY","BRN","AN0N","","","MKF"
562,562,"P","ST.ASAPH","1967-01-10","RICHARD","GUY",NULL,NULL,"GOULDEN","RXRT","K","","","KLTN"
563,563,"P","LONDON","1961-01-10","STEPHEN","PAUL",NULL,NULL,"WEBB","STFN","PL","","","WB"
564,564,"P","BRISTOL","1973-01-04","MATTHEW","CHARLES",NULL,NULL,"BODEN","MT","KRLS","","","BTN"
565,565,"P","LONDON","1957-01-26","JOHN",NULL,NULL,NULL,"LOFFLER","JN","","","","LFLR"
566,566,"P","ROMFORD","1950-01-03","JOHN","MICHAEL",NULL,NULL,"RAVENHILL","JN","MXL","","","RFNH"
567,567,"P","GUISBOROUGH","1956-01-18","BRIAN",NULL,NULL,NULL,"BOTTOM","BRN","","","","BTM"
568,568,"P","CASTLEFORD","1932-01-01","ROBERT",NULL,NULL,NULL,"KERVIN","RBRT","","","","KRFN"
569,569,"P","WATFORD","1964-01-03","ANTHONEY","ARTHUR",NULL,NULL,"DRIVER","AN0N","AR0R","","","TRFR"
570,570,"P","HAMPTON COURT","1949-01-02","ALAN",NULL,NULL,NULL,"ELLIS","ALN","","","","ELS"
571,571,"P","LIVERPOOL","1934-01-09","JOHN","JOSEPH",NULL,NULL,"LEWIS","JN","JSF","","","LWS"
572,572,"P","BIRMINGHAM","1961-01-18","ADRIAN","GARETH",NULL,NULL,"KEAN","ATRN","KR0","","","KN"
573,573,"P","MERTHYR TYDFIL","1961-01-12","JONATHAN","DAVID",NULL,NULL,"LANG","JN0N","TFT","","","LNK"
574,574,"P","YORK","1942-01-28","EDWARD","ALEXANDER",NULL,NULL,"HOPE","ETWR","ALKS","","","HP"
575,575,"P","MANCHESTER","1943-01-24","RAYMOND",NULL,NULL,NULL,"HUGHES","RMNT","","","","HKS"
576,576,"P","GRIMSBY","1962-01-24","ROY","DAVID",NULL,NULL,"BURKE","R","TFT","","","BRK"
577,577,"P","CLEETHORPES","1962-01-16","MARTIN",NULL,NULL,NULL,"CONNEELY","MRTN","","","","KNL"
578,578,"P","MORPETH","1958-01-18","JOHN","HOWARD",NULL,NULL,"WILLIS","JN","HWRT","","","WLS"
579,579,"P","LONDON","1964-01-20","LIONEL","KINGSLEY",NULL,NULL,"BOLTON","LNL","KNKS","","","BLTN"
580,580,"P","PONTEFRACT","1969-01-03","JOHN","EDWARD",NULL,NULL,"ROYLE","JN","ETWR","","","RL"
581,581,"P","MANCHESTER","1941-01-24","MICHAEL",NULL,NULL,NULL,"MCSHANE","MXL","","","","MKXN"
582,582,"P","STOCKPORT","1965-01-09","STUART","THOMAS",NULL,NULL,"BENNETT","STRT","0MS","","","BNT"
583,583,"P","EDMONTON","1965-01-06","MARK","ALFONSO",NULL,NULL,"CLARKE","MRK","ALFN","","","KLRK"
584,584,"P","SINGAPORE","1942-01-08","LIM",NULL,NULL,NULL,"RASIHT","LM","","","","RST"
585,585,"P","WARRINGTON","1975-01-31","CHRISTOPHER",NULL,NULL,NULL,"LOWE","XRST","","","","LW"
586,586,"P","HAMPTON CT","1961-01-21","STEPHEN","DAVID",NULL,NULL,"COULTATE","STFN","TFT","","","KLTT"
587,587,"P","STAKEFORD","1944-01-18","JAMES",NULL,NULL,NULL,"HOWEY","JMS","","","","HW"
588,588,"P","SRI LANKA","1955-01-18","JEYA",NULL,NULL,NULL,"LEWIS","JY","","","","LWS"
589,589,"P","BIRMINGHAM","1965-01-29","MARK","ANDREW",NULL,NULL,"JACOB","MRK","ANTR","","","JKB"
590,590,"P","MIDDLESBRO","1936-01-16","WALTER",NULL,NULL,NULL,"WIGNALL","WLTR","","","","WNL"
591,591,"P","ABERDEEN","1946-01-13","ROBERT","REID",NULL,NULL,"WATERS","RBRT","RT","","","WTRS"
592,592,"P","CYPRUS","1939-01-06","HASAN",NULL,NULL,NULL,"BARTON","HSN","","","","BRTN"
593,593,"P","PRESTON","1937-01-30","RICHARD",NULL,NULL,NULL,"WILLIAMS","RXRT","","","","WLMS"
594,594,"P","TAMWORTH","1966-01-29","CLIVE","ALAN",NULL,NULL,"HODKINSON","KLF","ALN","","","HTKN"
595,595,"P","MANSFIELD","1931-01-21","NEVILLE","NEALE",NULL,NULL,"LAW","NFL","NL","","","L"
596,596,"P","CHORLEY","1966-01-22","IAN","JAMES",NULL,NULL,"BORRILL","IN","JMS","","","BRL"
597,597,"P","MANCHESTER","1960-01-20","JAMES","ANDREW",NULL,NULL,"GREY","JMS","ANTR","","","KR"
598,598,"P","GLASGOW","1959-01-18","JAMES",NULL,NULL,NULL,"THOMPSON","JMS","","","","0MPS"
599,599,"P","BARROW FURNE","1967-01-05","SHARRON",NULL,NULL,NULL,"ROBERTS","XRN","","","","RBRT"
600,600,"P","MANCHESTER","1939-01-17","IAN","ROBERT",NULL,NULL,"MORETON","IN","RBRT","","","MRTN"
601,601,"P","BRIGHTON","1944-01-17","MICHAEL","ERNEST","EDWARD",NULL,"THORNE","MXL","ERNS","ETWR","","0RN"
602,602,"P","MANCHESTER","1958-01-31","GARY","GEORGE",NULL,NULL,"MCADAM","KR","JRJ","","","MKTM"
603,603,"P","SHREWSBURY","1950-01-18","ROBERT",NULL,NULL,NULL,"WOODHOUSE","RBRT","","","","WTHS"
604,604,"P","CORRINGHAM","1961-01-08","BRYAN","RICHARD",NULL,NULL,"HUMM","BRYN","RXRT","","","HM"
605,605,"P","EDGWARE","1953-01-14","CHRISTOPHER","STEPHEN",NULL,NULL,"PAULSON","XRST","STFN","","","PLSN"
606,606,"P","CARDIFF","1975-01-01","ANTHONY","JAMES",NULL,NULL,"AUSTIN","AN0N","JMS","","","ASTN"
607,607,"P","TOOTING","1957-01-05","TERENCE","LEE",NULL,NULL,"SCOTT","TRNS","L","","","SKT"
608,608,"P","HANOVER W GERMANY","1966-01-01","TREVOR","CHARLES",NULL,NULL,"GREENRIDGE","TRFR","KRLS","","","KRNR"
609,609,"P","LEEDS","1953-01-30","PETER","HARVEY",NULL,NULL,"GREEN","PTR","HRF","","","KRN"
610,610,"P","WOLVERHAMPTN","1967-01-26","SIMON",NULL,NULL,NULL,"HOUGHTON","SMN","","","","HTN"
611,611,"P","BLACKPOOL","1963-01-22","MARK","RAYS",NULL,NULL,"COOK","MRK","RS","","","KK"
612,612,"P","STOKE/TRENT","1949-01-28","ALEXANDER","MACDONALD",NULL,NULL,"BOTTOMLEY","ALKS","MKTN","","","BTML"
613,613,"P","GLASGOW","1970-01-02","WILLIAM",NULL,NULL,NULL,"MCLEOD","WLM","","","","MKLT"
614,614,"P","OLDHAM",NULL,"VERNON","SMITH",NULL,NULL,"WESTON","FRNN","SM0","","","WSTN"
615,615,"P","PONTYPOOL","1953-01-23","JOHN","EDWIN",NULL,NULL,"HORNCASTLE","JN","ETWN","","","HRNK"
616,616,"P","RYDE","1932-01-01","WILLIAM","ROY",NULL,NULL,"GIBBONS","WLM","R","","","JBNS"
617,617,"P","PONTEFRACT","1968-01-07","PAUL",NULL,NULL,NULL,"MORROW","PL","","","","MR"
618,618,"P","BROXBURN","1952-01-20","JOHN",NULL,NULL,NULL,"BEVAN","JN","","","","BFN"
619,619,"P","CO DURHAM","1947-01-22","RAYMOND",NULL,NULL,NULL,"JAMES","RMNT","","","","JMS"
620,620,"P","BARRY","1956-01-16","JEREMY","CHARLES",NULL,NULL,"MCNEE","JRM","KRLS","","","MKN"
621,621,"P","LONDON","1953-01-23","ANTHONY","LAUGHTON",NULL,NULL,"MCKIERNAN","AN0N","LTN","","","MKRN"
622,622,"P","IRAN","1941-01-26","SAMIAKA",NULL,NULL,NULL,"JOHNSON","SMK","","","","JNSN"
623,623,"P","YORK","1940-01-30","NORMAN","ALAN",NULL,NULL,"HIGGINS","NRMN","ALN","","","HKNS"
624,624,"P","EIRE","1958-01-24","BRENDAN",NULL,NULL,NULL,"MAXWELL-BRAHMS","BRNT","","","","MKSW"
625,625,"P","BIRMINGHAM","1969-01-27","KEVIN","JAMES",NULL,NULL,"HARRISON","KFN","JMS","","","HRSN"
626,626,"P","LEEDS","1959-01-24","MELVILLE",NULL,NULL,NULL,"WARD","MLFL","","","","WRT"
627,627,"P","LIVERPOOL","1970-01-22","KEITH",NULL,NULL,NULL,"LONEY","K0","","","","LN"
628,628,"P","GLASGOW","1934-01-12","DANIEL","HENDERSON",NULL,NULL,"TAYLOR","TNL","HNTR","","","TLR"
629,629,"P","GLASGOW","1974-01-17","CHARLES",NULL,NULL,NULL,"HILLS","KRLS","","","","HLS"
630,630,"P","STAINCLIFFE","1959-01-11","JOHN",NULL,NULL,NULL,"BOWIE","JN","","","","BW"
631,631,"P","HACKNEY","1952-01-30","DAVID","KEITH",NULL,NULL,"TAFT","TFT","K0","","","TFT"
632,632,"P","MOTHERWELL","1952-01-09","GERARD",NULL,NULL,NULL,"MCMANUS","JRRT","","","","MKMN"
633,633,"P","COVENTRY","1963-01-12","JOHN","PAUL",NULL,NULL,"YOUNG","JN","PL","","","YNK"
634,634,"P","MOTHERWELL","1963-01-18","THOMAS",NULL,NULL,NULL,"BARTLETT","0MS","","","","BRTL"
635,635,"P","BATH AVON","1971-01-26","SAMEER",NULL,NULL,NULL,"BURGESS","SMR","","","","BRJS"
636,636,"P","MANCHESTER","1930-01-21","DONALD",NULL,NULL,NULL,"SCHAMOTTA","TNLT","","","","SKMT"
637,637,"P","DONNINGTON","1955-01-24","JAMES","NIGEL",NULL,NULL,"STODDART","JMS","NJL","","","STTR"
638,638,"P","MANCHESTER","1949-01-13","ALAN","JAMES",NULL,NULL,"GOLDIE","ALN","JMS","","","KLT"
639,639,"P","STH AFRICA","1956-01-04","GAIL","ERICA",NULL,NULL,"HAMILTON","KL","ERK","","","HMLT"
640,640,"P","PLYMOUTH","1931-01-19","JOSEPH","CLIVE","WILLIAM",NULL,"BROWN","JSF","KLF","WLM","","BRN"
641,641,"P","CUMBERLAND","1927-01-08","WINIFRED",NULL,NULL,NULL,"BODZAK","WNFR","","","","BTSK"
642,642,"P","LIVERPOOL","1973-01-14","THERESA","MARIE",NULL,NULL,"LAWRENCE","0RS","MR","","","LRNS"
643,643,"P","ITALY","1938-01-20","GIACOMO",NULL,NULL,NULL,"JONES","JKM","","","","JNS"
644,644,"P","NOTTINGHAM","1957-01-06","STEPHEN","GEOFFREY",NULL,NULL,"DAVIES","STFN","JFR","","","TFS"
645,645,"P","PORTSMOUTH","1948-01-10","STEPHEN","CHARLES",NULL,NULL,"HOLLANDT","STFN","KRLS","","","HLNT"
646,646,"P","LLANELLY","1950-01-16","PHILIP","JOHN",NULL,NULL,"BISHOP","FLP","JN","","","BXP"
647,647,"P","LONDON","1960-01-30","MARGARET","ALISON",NULL,NULL,"DABESTANY","MRKR","ALSN","","","TBST"
648,648,"P","BRIDGEND","1961-01-29","DAFYDD","ELYN",NULL,NULL,"GREIG","TFT","ELN","","","KRK"
649,649,"P","GLASGOW","1960-01-13","IAIN","MARTIN",NULL,NULL,"DOCKRELL","IN","MRTN","","","TKRL"
650,650,"P","BOLTON","1955-01-23","STEFAN",NULL,NULL,NULL,"WHITTAKER","STFN","","","","WTKR"
651,651,"P","NIGERIA","1948-01-20","SAMUEL","FOLABI",NULL,NULL,"FISHER","SML","FLB","","","FXR"
652,652,"P",NULL,"1976-01-11","MELANIE",NULL,NULL,NULL,"HOLDEN","MLN","","","","HLTN"
653,653,"P","BIRMINGHAM","1964-01-02","PETER","ANDREW",NULL,NULL,"WIGHTMAN","PTR","ANTR","","","WTMN"
654,654,"P","LONDON","1960-01-09","ALY","VERE",NULL,NULL,"SUMMERS","AL","FR","","","SMRS"
655,655,"P","DULWICH","1977-01-21","MARK",NULL,NULL,NULL,"CHRISTIE","MRK","","","","XRST"
656,656,"P","EDMONTON LDN","1974-01-19","GLEN","TONY",NULL,NULL,"HALES","KLN","TN","","","HLS"
657,657,"P","BELLSHILL","1952-01-08","JOHN","SWAN",NULL,NULL,"JOHNSON","JN","SWN","","","JNSN"
658,658,"P","BRISTOL AVON","1973-01-27","STEVEN","RANDALL",NULL,NULL,"PRADES","STFN","RNTL","","","PRTS"
659,659,"P","HARTLEPOOL","1962-01-15","KEVIN",NULL,NULL,NULL,"HOWARTH","KFN","","","","HWR0"
660,660,"P","BATH","1966-01-12","SEAN",NULL,NULL,NULL,"HOLGETH","SN","","","","HLJ0"
661,661,"P","HARSTN LEICS","1946-01-27","ALAN","VINCENT",NULL,NULL,"ZANONI","ALN","FNSN","","","SNN"
662,662,"P","BOLTON","1960-01-20","MICHAEL",NULL,NULL,NULL,"TKACZ","MXL","","","","TKKS"
663,663,"P","MOTHERWELL","1956-01-04","WILLIAM",NULL,NULL,NULL,"COOPER","WLM","","","","KPR"
